Cycle	Pathway	k_number	Detail	Elos10_final_pure_reads	Elos12_final_pure_reads	Elos1_final_pure_reads	Elos2_final_pure_reads	Elos3_final_pure_reads	Elos7_final_pure_reads
		K00170	porB; pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1]	44.86436818669548	52.748512905499425	20.83873687407955	76.91504169850498	5.254759235460112	17.061467641176936
		K00171	porD; pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1]	35.356284622118324	39.834944767794426	19.437889155128303	65.65387061773173	1.8624857465455888	1.580910802676634
		K00172	porG; pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]	65.8007103136178	75.11592639248418	30.97495325056235	93.96353086961194	27.31220245706955	46.10276934570143
		K03737	"por, nifJ; pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]"	115.29632351657274	81.75012440116157	55.259650664584235	144.9435025867521	45.80486616936791	59.29631203346284
		K01007	"pps, ppsA; pyruvate, water dikinase [EC:2.7.9.2]"	129.6590102337497	168.13299058934254	156.73657447477888	146.34659836051256	105.08766443094191	135.65625610034857
		K01006	"ppdK; pyruvate, orthophosphate dikinase [EC:2.7.9.1]"	186.8636395235482	144.7452708262174	79.66746346710664	176.05603095117206	114.70298717650049	137.5268380232831
		K01595	ppc; phosphoenolpyruvate carboxylase [EC:4.1.1.31]	153.4486030234084	288.93258944602326	340.80434298519873	103.89142245240335	291.6268838724336	307.0022443154892
		K01959	pycA; pyruvate carboxylase subunit A [EC:6.4.1.1]	1.3770545979520177	1.1752027753601668	13.021815236826379	1.784770420173162	2.853544443781815	7.9590252098413385
		K01960	pycB; pyruvate carboxylase subunit B [EC:6.4.1.1]	1.0821450368131964	1.580020393352109	9.929192010126819	7.2443425648984485	1.8128250917990385	8.318486131166258
		K01958	"PC, pyc; pyruvate carboxylase [EC:6.4.1.1]"	15.807150134931998	7.707951669706235	9.122218081743778	12.311497240693207	42.638180914591	31.723864462629553
		K00024	mdh; malate dehydrogenase [EC:1.1.1.37]	76.95201450665274	76.23153577486083	31.752911249963756	45.53309246533727	108.72542974929459	107.20280609454014
		K01676	"E4.2.1.2A, fumA, fumB; fumarate hydratase, class I [EC:4.2.1.2]"	36.453870011402344	16.623189986551477	10.983755940214104	23.29211300670828	3.4622668306186406	15.60687558850744
		K01679	"E4.2.1.2B, fumC, FH; fumarate hydratase, class II [EC:4.2.1.2]"	69.91919158815193	89.8066531652543	74.1094788443255	63.69831211952315	121.7016553609029	114.27036039924629
		K01677	"E4.2.1.2AA, fumA; fumarate hydratase subunit alpha [EC:4.2.1.2]"	20.686368851349535	17.225813111379306	16.05023083664608	51.70055894340398	1.5775532422968412	1.4506523058350713
		K01678	"E4.2.1.2AB, fumB; fumarate hydratase subunit beta [EC:4.2.1.2]"	16.264426390805998	16.05883258641829	14.991648490202289	41.75258458603305	1.0302669473992916	1.3318358607021203
		K00239	"sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]"	68.60354415612257	89.75273704040355	77.92849656653375	50.06139199187308	104.87946558317682	113.58510315022374
		K00240	"sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]"	159.96379354145057	191.16554608296286	182.19793827017793	123.56467151752751	234.8886684175982	247.81276360257857
		K00241	"sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit"	112.51520102293485	139.08102263525015	133.57464666422823	81.16289588674294	163.72430652830616	166.92872036665372
		K00242	"sdhD, frdD; succinate dehydrogenase / fumarate reductase, membrane anchor subunit"	28.98589205493993	119.03652172154442	92.41881891328738	25.67606468810686	102.4966525659994	111.80622155022498
		K00244	frdA; fumarate reductase flavoprotein subunit [EC:1.3.5.4]	2.6618154697676024	0.6054576229533544	0.8007796414187436	2.60838144850054	0.12984045360087645	0.3875624739334016
		K00245	frdB; fumarate reductase iron-sulfur subunit [EC:1.3.5.4]	8.30559219309971	3.295707918290189	4.936474497786925	4.24296694163933	3.8474414035412456	12.609934856688065
		K00246	frdC; fumarate reductase subunit C	15.475012753918444	6.649575436737744	9.180664743976125	8.05386587690533	8.569195050815047	24.954139220122638
		K00247	frdD; fumarate reductase subunit D	3.637321363852183	0.7644790338420748	6.541165182494854	1.8056069358581595	10.09540702937522	21.23264053664818
		K18556	frdA; NADH-dependent fumarate reductase subunit A [EC:1.3.1.6]
		K18557	frdB; NADH-dependent fumarate reductase subunit B [EC:1.3.1.6]
		K18558	frdC; NADH-dependent fumarate reductase subunit C
		K18559	frdD; NADH-dependent fumarate reductase subunit D
		K18560	frdE; NADH-dependent fumarate reductase subunit E
		K01902	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	107.6051191673918	149.1390737960543	122.32245310418016	108.60376624396173	162.72442686872415	169.0436317620676
		K01903	sucC; succinyl-CoA synthetase beta subunit [EC:6.2.1.5]	78.3107303924551	109.98991489429778	67.91083087978713	82.07982864745912	124.62703242989802	138.6513938302331
		K00174	"korA, oorA, oforA; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]"	209.7452435614587	290.7326970381883	218.71345806783043	364.1669840613153	132.56989892682284	172.42445589596454
		K00175	"korB, oorB, oforB; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]"	190.56804766723894	253.72037197381619	192.80745557668132	322.7942662159827	110.92952609131014	139.97767059953722
		K00177	"korC, oorC; 2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3]"	105.47865707902825	104.66215582127494	40.676258461765244	178.4670583006093	14.30278705275874	23.48562870344859
		K00176	"korD, oorD; 2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]"	100.88091007432959	102.89539494149344	28.962111831343144	142.97206187827433	8.934430270799048	19.33352655242852
		K00031	"IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]"	93.0267212992092	111.77065801142813	111.7741342418013	91.15060125213736	150.72906902749713	167.11477910738202
		K01681	"ACO, acnA; aconitate hydratase [EC:4.2.1.3]"	41.14979529067639	39.6126930932728	28.505369739599224	21.317904110255867	60.71698348881098	85.15716967015356
		K01682	acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	7.726821969234085	2.9866373308517264	12.19686583951585	12.08117970943978	11.132856792325361	6.018631762924907
		K15230	aclA; ATP-citrate lyase alpha-subunit [EC:2.3.3.8]
		K15231	aclB; ATP-citrate lyase beta-subunit [EC:2.3.3.8]	6.240109835797018	4.966528756945586	1.3905757578777176	17.650575420294164	0.0	0.0
		K15232	ccsA; citryl-CoA synthetase large subunit [EC:6.2.1.18]
		K15233	ccsB; citryl-CoA synthetase small subunit
		K15234	ccl; citryl-CoA lyase [EC:4.1.3.34]	0.31426709063014885	0.526152335904278	0.0	0.48383204855781214	0.0	0.0
	Wood-Ljungdahl pathway	K00198	"cooS, acsA; anaerobic carbon-monoxide dehydrogenase catalytic subunit [EC:1.2.7.4]"	39.09682564980532	39.4277338187004	22.50350380921971	69.8477102698795	1.5432639022232026	5.158092313763514
		K05299	fdhA; formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10]	7.806857683274303	6.869362090515955	5.61438504073984	16.907850737291337	0.6887144580911924	0.6288882597283171
		K15022	fdhB; formate dehydrogenase (NADP+) beta subunit [EC:1.17.1.10]	10.087562276364268	6.011328074768062	4.252247448754719	17.218338425701454	0.0	3.809806282068515
		K01938	fhs; formate--tetrahydrofolate ligase [EC:6.3.4.3]	7.901013385931681	12.266676659370049	20.152045072895042	15.32203041603118	16.017173601754962	11.627261280848938
		K01491	folD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]	96.65476791208907	116.71015977360094	112.80776907434883	115.07190568195102	130.95004439866838	127.52595953037877
		K00297	"metF, MTHFR; methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]"	148.84794009321453	143.5621546173745	81.96681426893551	185.15419305915336	133.89071232765062	139.35644657913957
		K15023	acsE; 5-methyltetrahydrofolate corrinoid/iron sulfur protein methyltransferase [EC:2.1.1.258]	53.482895396027466	47.590812690832784	18.704365211245094	68.66899598087261	0.0	5.28949422585176
		K14138	acsB; acetyl-CoA synthase [EC:2.3.1.169]	13.96754953623538	19.040253117217972	5.434256286900892	31.56350159254245	0.0	1.2904201360847576
		K00197	"cdhE, acsC; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit gamma [EC:2.1.1.245]"	21.915829606020278	26.585654039848063	5.863486115138512	38.43316508684005	0.0	1.81837978367574
		K00194	"cdhD, acsD; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit delta [EC:2.1.1.245]"	22.05039839656305	25.880727039581043	5.990921764173535	38.77564519576701	0.0	1.495231676782637
	3-hydroxypropionate bicycle	K01961	"accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]"	77.02176836292327	112.15744017004353	54.80588442310987	80.96009661172172	151.46709326851106	131.78549729394686
		K01962	accA; acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]	69.16552731493934	85.52638728619077	52.40744354789988	57.77978138272135	107.17572723736313	104.57048448892363
		K01963	accD; acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]	73.336969525423	88.14080924208196	55.64672971258825	61.705718377743096	103.63613898408497	110.8876621702387
		K02160	"accB, bccP; acetyl-CoA carboxylase biotin carboxyl carrier protein"	85.07812797236808	94.60317545242773	57.97403721106884	68.90255111182115	117.48470346477387	113.39917869660589
		K14468	mcr; malonyl-CoA reductase / 3-hydroxypropionate dehydrogenase (NADP+) [EC:1.2.1.75 1.1.1.298]	0.0	0.0	0.0	0.0	3.716910380554802	0.7488026994677555
		K14469	K14469; acrylyl-CoA reductase (NADPH) / 3-hydroxypropionyl-CoA dehydratase / 3-hydroxypropionyl-CoA synthetase [EC:1.3.1.84 4.2.1.116 6.2.1.36]	1.754696225923178	0.0	2.1677485920555393	1.6660146195910444	9.077925672444628	12.867189463518821
		K15052	K15052; propionyl-CoA carboxylase [EC:6.4.1.3 2.1.3.15]
		K05606	"MCEE, epi; methylmalonyl-CoA/ethylmalonyl-CoA epimerase [EC:5.1.99.1]"	116.81872353332797	150.97357862957705	142.56371442740877	146.96943529009872	163.62768045078388	152.60493639267605
		K01847	MUT; methylmalonyl-CoA mutase [EC:5.4.99.2]	45.535628288312175	41.267405820985275	22.835204635499576	30.68177202851132	76.28016917799609	63.00574659993906
		K01848	"E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]"	22.61922051316741	90.39631425147499	72.31361709391967	78.99223952643591	46.97646518130849	41.55877198663529
		K01849	"E5.4.99.2B, mcmA2; methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]"	33.6321529164446	90.58757118530687	83.99628304320782	100.25603790061014	38.65334525640285	39.2817799988963
		K14471	smtA1; succinyl-CoA:(S)-malate CoA-transferase subunit A [EC:2.8.3.22]
		K14472	smtB; succinyl-CoA:(S)-malate CoA-transferase subunit B [EC:2.8.3.22]
		K00239	"sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]"	68.60354415612257	89.75273704040355	77.92849656653375	50.06139199187308	104.87946558317682	113.58510315022374
		K00240	"sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]"	159.96379354145057	191.16554608296286	182.19793827017793	123.56467151752751	234.8886684175982	247.81276360257857
		K00241	"sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit"	112.51520102293485	139.08102263525015	133.57464666422823	81.16289588674294	163.72430652830616	166.92872036665372
		K01679	"E4.2.1.2B, fumC, FH; fumarate hydratase, class II [EC:4.2.1.2]"	69.91919158815193	89.8066531652543	74.1094788443255	63.69831211952315	121.7016553609029	114.27036039924629
		K08691	mcl; malyl-CoA/(S)-citramalyl-CoA lyase [EC:4.1.3.24 4.1.3.25]	13.626020298808006	5.185179405638468	9.552721951664939	4.644922856730502	24.58709721444605	39.06636570092823
		K14449	"mch, mcd; 2-methylfumaryl-CoA hydratase [EC:4.2.1.148]"	12.170431864103891	7.856958589163129	25.55062819265684	9.417152854414356	35.42924664397152	38.91789945179923
		K14470	mct; 2-methylfumaryl-CoA isomerase [EC:5.4.1.3]	9.25218182602491	2.8338336176994527	10.001147588175176	3.11346845976277	28.163314698240377	42.53251941927061
		K09709	meh; 3-methylfumaryl-CoA hydratase [EC:4.2.1.153]	12.835025738459272	9.39175109073212	18.888303127501253	4.351060390284287	31.922191136795753	35.67375392349516
	Hydroxypropionate-hydroxybutylate cycle	K01964	K01964; acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3]
		K15036	K15036; acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3 2.1.3.15]
		K15037	K15037; biotin carboxyl carrier protein
		K15017	K15017; malonyl-CoA/succinyl-CoA reductase (NADPH) [EC:1.2.1.75 1.2.1.76]
		K15039	K15039; 3-hydroxypropionate dehydrogenase (NADP+) [EC:1.1.1.298]
		K15018	K15018; 3-hydroxypropionyl-coenzyme A synthetase [EC:6.2.1.36]
		K15019	K15019; 3-hydroxypropionyl-coenzyme A dehydratase [EC:4.2.1.116]
		K15020	K15020; acryloyl-coenzyme A reductase [EC:1.3.1.84]
		K05606	"MCEE, epi; methylmalonyl-CoA/ethylmalonyl-CoA epimerase [EC:5.1.99.1]"	116.81872353332797	150.97357862957705	142.56371442740877	146.96943529009872	163.62768045078388	152.60493639267605
		K01848	"E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]"	22.61922051316741	90.39631425147499	72.31361709391967	78.99223952643591	46.97646518130849	41.55877198663529
		K01849	"E5.4.99.2B, mcmA2; methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]"	33.6321529164446	90.58757118530687	83.99628304320782	100.25603790061014	38.65334525640285	39.2817799988963
		K15038	K15038; succinyl-CoA reductase [EC:1.2.1.76]
		K15017	K15017; malonyl-CoA/succinyl-CoA reductase (NADPH) [EC:1.2.1.75 1.2.1.76]
		K14465	K14465; succinate semialdehyde reductase (NADPH) [EC:1.1.1.-]
		K14466	K14466; 4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:6.2.1.40]	3.9468134801023638	3.2727782622474897	3.602025090761505	8.91166080789615	0.0	0.5011140744244544
		K18861	K18861; 4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:6.2.1.40]
		K14534	abfD; 4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase [EC:4.2.1.120 5.3.3.3]	21.902693303112294	23.37661614060431	6.840370538625374	41.39955478398183	0.9081903709681877	2.768305077933248
		K15016	K15016; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35]	6.047023456102292	33.38275021463254	58.197437087028824	22.031361643073442	32.50426737870018	27.950238682693154
		K00626	"E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]"	309.93002033838223	352.40779728221094	209.137501521684	263.5579163586537	408.3192137211532	425.9758804101079
	Dicarboxylate-hydroxybutyrate cycle	K00169	porA; pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]	57.0177377879628	71.56951428395517	73.85382793644615	94.48283703247645	36.34811066990885	59.65672283861101
		K00170	porB; pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1]	44.86436818669548	52.748512905499425	20.83873687407955	76.91504169850498	5.254759235460112	17.061467641176936
		K00171	porD; pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1]	35.356284622118324	39.834944767794426	19.437889155128303	65.65387061773173	1.8624857465455888	1.580910802676634
		K00172	porG; pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]	65.8007103136178	75.11592639248418	30.97495325056235	93.96353086961194	27.31220245706955	46.10276934570143
		K01007	"pps, ppsA; pyruvate, water dikinase [EC:2.7.9.2]"	129.6590102337497	168.13299058934254	156.73657447477888	146.34659836051256	105.08766443094191	135.65625610034857
		K01595	ppc; phosphoenolpyruvate carboxylase [EC:4.1.1.31]	153.4486030234084	288.93258944602326	340.80434298519873	103.89142245240335	291.6268838724336	307.0022443154892
		K00024	mdh; malate dehydrogenase [EC:1.1.1.37]	76.95201450665274	76.23153577486083	31.752911249963756	45.53309246533727	108.72542974929459	107.20280609454014
		K01676	"E4.2.1.2A, fumA, fumB; fumarate hydratase, class I [EC:4.2.1.2]"	36.453870011402344	16.623189986551477	10.983755940214104	23.29211300670828	3.4622668306186406	15.60687558850744
		K01677	"E4.2.1.2AA, fumA; fumarate hydratase subunit alpha [EC:4.2.1.2]"	20.686368851349535	17.225813111379306	16.05023083664608	51.70055894340398	1.5775532422968412	1.4506523058350713
		K01678	"E4.2.1.2AB, fumB; fumarate hydratase subunit beta [EC:4.2.1.2]"	16.264426390805998	16.05883258641829	14.991648490202289	41.75258458603305	1.0302669473992916	1.3318358607021203
		K00239	"sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]"	68.60354415612257	89.75273704040355	77.92849656653375	50.06139199187308	104.87946558317682	113.58510315022374
		K00240	"sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]"	159.96379354145057	191.16554608296286	182.19793827017793	123.56467151752751	234.8886684175982	247.81276360257857
		K00241	"sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit"	112.51520102293485	139.08102263525015	133.57464666422823	81.16289588674294	163.72430652830616	166.92872036665372
		K18860	"sdhD, frdD; putative succinate dehydrogenase / fumarate reductase, subunit D"
		K01902	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	107.6051191673918	149.1390737960543	122.32245310418016	108.60376624396173	162.72442686872415	169.0436317620676
		K01903	sucC; succinyl-CoA synthetase beta subunit [EC:6.2.1.5]	78.3107303924551	109.98991489429778	67.91083087978713	82.07982864745912	124.62703242989802	138.6513938302331
		K15038	K15038; succinyl-CoA reductase [EC:1.2.1.76]
		K15017	K15017; malonyl-CoA/succinyl-CoA reductase (NADPH) [EC:1.2.1.75 1.2.1.76]
		K14465	K14465; succinate semialdehyde reductase (NADPH) [EC:1.1.1.-]
		K14467	4hbl; 4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:6.2.1.40]
		K18861	K18861; 4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:6.2.1.40]
		K14534	abfD; 4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase [EC:4.2.1.120 5.3.3.3]	21.902693303112294	23.37661614060431	6.840370538625374	41.39955478398183	0.9081903709681877	2.768305077933248
		K15016	K15016; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35]	6.047023456102292	33.38275021463254	58.197437087028824	22.031361643073442	32.50426737870018	27.950238682693154
		K00626	"E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]"	309.93002033838223	352.40779728221094	209.137501521684	263.5579163586537	408.3192137211532	425.9758804101079
Central metabolism	"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate"	K00844	HK; hexokinase [EC:2.7.1.1]	4.410978463576653	1.780555621145457	1.0025689556826256	5.709776638811949	0.0	0.3931215653313549
		K12407	GCK; glucokinase [EC:2.7.1.2]
		K00845	glk; glucokinase [EC:2.7.1.2]	49.31512151350096	39.14254415369891	23.62243832500683	48.88076518539925	38.80852446629357	47.34592634344614
		K00886	ppgK; polyphosphate glucokinase [EC:2.7.1.63]	26.36780082941811	10.349237940030296	6.454304427831953	24.34301319010367	30.03213401643224	22.432659775068945
		K08074	ADPGK; ADP-dependent glucokinase [EC:2.7.1.147]
